id	source	sent1	image1	sent2	image2	sim
STS2015.100	STS2015	two dogs running in the snow.	images/flickr/392467282_00bb22e201.jpg	A dog laying in the snow.	images/flickr/2085400856_ae09df33a7.jpg	3
STS2015.101	STS2015	A golden dog is running through the snow.	images/flickr/2322327298_7948338390.jpg	A pack of sled dogs pulling a sled through a town.	images/flickr/3260975858_75d0612a69.jpg	2.4
STS2015.102	STS2015	A skateboarder on a city street.	images/flickr/3500505549_d848209837.jpg	A skateboarder in the air at a big, outdoor ramp.	images/flickr/2944362789_aebbc22db4.jpg	2.8
STS2015.103	STS2015	A black and white dog is swimming in a large green lake.	images/flickr/3712742641_641282803e.jpg	A black dog runs fast into shallow water.	images/flickr/3246190363_68d903bfcb.jpg	3.6
STS2015.104	STS2015	Two skinny young boys playing with sand in the water.	images/flickr/3597354819_0069aaf16e.jpg	Two dogs are shaking water off.	images/flickr/634891010_9fa189effb.jpg	0.2
STS2015.105	STS2015	The black and white dog has its mouth wide open.	images/flickr/3173976185_8a50123050.jpg	A black and white dog jumps in the snow.	images/flickr/3257277774_aba333a94c.jpg	2.2
STS2015.106	STS2015	A small dog runs through an obstacle course.	images/flickr/746787916_ceb103069f.jpg	A small dog jumping over an obstacle.	images/flickr/2707969386_94dde00ce4.jpg	4.2
STS2015.107	STS2015	A girl bounces in a bounce house.	images/flickr/3497069793_2d4baf5b4b.jpg	A girl dances like a man in costume.	images/flickr/2414986483_004936f84b.jpg	1.4
STS2015.108	STS2015	A brown dog running through the woods.	images/flickr/2377460540_8cfb62463a.jpg	A brown dog runs through the grass.	images/flickr/2509824208_247aca3ea3.jpg	3.4
STS2015.109	STS2015	Two men on the side of a barge.	images/flickr/121971540_0a986ee176.jpg	A man is lying the grass with long hair and beard.	images/flickr/2662890367_382eaf83bd.jpg	0.4
STS2015.11	STS2015	A dog swims through the water.	images/flickr/2524003134_580e74328b.jpg	A dog wearing a cape is running through the snow.	images/flickr/2392625002_83a5a0978f.jpg	2
STS2015.110	STS2015	A brown and white dog is catching a tennis ball while standing on its hind legs.	images/flickr/2053777548_108e54c826.jpg	the brown and white dog is carrying a stick in his mouth.	images/flickr/468911753_cc595f5da0.jpg	3.2
STS2015.111	STS2015	A brown dog in running on grass.	images/flickr/3514194772_43ba471982.jpg	A brown dog runs through the grass.	images/flickr/2509824208_247aca3ea3.jpg	5
STS2015.112	STS2015	A person is riding their bike on a trail next to the woods.	images/flickr/3346918203_986dca6641.jpg	A small child in a yellow shirt is holding their arms out to the sides.	images/flickr/2423856014_8df0e7f656.jpg	0
STS2015.113	STS2015	Girl playing in a puddle with her bare feet.	images/flickr/557721978_dfde31bc02.jpg	A child is playing with two white and black geese.	images/flickr/3486324591_9f5eeb24b9.jpg	1
STS2015.114	STS2015	Two people are walking by the ocean.	images/flickr/450596617_ed37ec0fe4.jpg	Two men in fleeces and hats looking at the camera.	images/flickr/3104909823_0f41dd8be6.jpg	0.6
STS2015.115	STS2015	Two little girls in pink are dancing.	images/flickr/472535997_0dbf42b9f3.jpg	Two ladies jogging on a path near the waterfront.	images/flickr/542269487_5d77b363eb.jpg	0.4
STS2015.116	STS2015	Two children splashing in the water.	images/flickr/3117336911_a729f42869.jpg	Two dolphins jumping into the water.	images/flickr/225699652_53f6fb33cd.jpg	1.2
STS2015.117	STS2015	A dog is on the beach near a ball.	images/flickr/533483374_86c5d4c13e.jpg	A guy is going up for a lay-up on a basketball court.	images/flickr/3497237366_366997495d.jpg	0.4
STS2015.118	STS2015	A dog bounds across the brown grass.	images/flickr/2764732789_1392e962d0.jpg	Two dogs bound across the grass.	images/flickr/2496370758_a3fbc49837.jpg	3.6
STS2015.119	STS2015	A dog emerges form the water with a stick in its mouth.	images/flickr/2661437618_ca7a15f3cb.jpg	A dog runs toward the camera with a stick in its mouth.	images/flickr/1187593464_ce862352c6.jpg	3.2
STS2015.12	STS2015	A dog is jumping up in the air to catch a toy.	images/flickr/244399048_8332bb3270.jpg	A black dog jumps in the air to catch a toy.	images/flickr/2350400382_ced2b6c91e.jpg	4.2
STS2015.120	STS2015	Three dogs playing in the snow.	images/flickr/3372340429_91c4f4af30.jpg	The boy is playing in the sand.	images/flickr/3612538549_2828b45867.jpg	0.8
STS2015.121	STS2015	A woman in jeans plays a video game in front of a large screen.	images/flickr/2261962622_e9318a95eb.jpg	A man and a woman are posing for a photograph in front of a yellow flower-bed.	images/flickr/3534512991_f9fd66f165.jpg	0
STS2015.122	STS2015	A man in a suit dances with a young girl in front of an audience.	images/flickr/2415803492_56a673dc25.jpg	A women dangles from a blue fabric connected to a tree.	images/flickr/347186933_880caaf53b.jpg	0.4
STS2015.123	STS2015	A man in jeans is playing with a ball while a woman in jeans stands nearby looking away.	images/flickr/2844963839_ff09cdb81f.jpg	A man is tying a red arm band around another mans arm in the street.	images/flickr/3110649716_c17e14670e.jpg	0
STS2015.124	STS2015	A black dog is running through the snow.	images/flickr/2335619125_2e2034f2c3.jpg	The black and brown dog is running through the snow.	images/flickr/445655284_c29e6d7323.jpg	4.2
STS2015.125	STS2015	A woman in a pink bikini is laying on a deck lounge chair that is covered with a pink towel.	images/flickr/494329594_6e751372a0.jpg	A woman in a white shirt and black skirt on a tennis court.	images/flickr/3029043380_b28644ea5d.jpg	0.8
STS2015.126	STS2015	A dog with a red toy in it's mouth.	images/flickr/360723732_23199af4bf.jpg	A brown dog is carrying a stick in its mouth.	images/flickr/3294952558_96bb8c8cf3.jpg	3.2
STS2015.127	STS2015	Two terriers play on the wood floor of their home.	images/flickr/3458577912_67db47209d.jpg	Two puppies play with a red chew toy in a field.	images/flickr/2569643552_23696a9ba5.jpg	3
STS2015.128	STS2015	A group of people are at a convention waving American flags.	images/flickr/325005410_e1ff5041b5.jpg	A crowd of people at an outdoor event.	images/flickr/1536774449_e16b1b6382.jpg	2.4
STS2015.129	STS2015	Two dogs running through a field.	images/flickr/3625957413_e475943aa3.jpg	Two dogs play in a field.	images/flickr/3541491057_61a49588d9.jpg	4.2
STS2015.13	STS2015	A brown dog laying on a blue cover.	images/flickr/1383840121_c092110917.jpg	A person is diving into clear blue water.	images/flickr/3187492926_8aa85f80c6.jpg	0
STS2015.130	STS2015	A man in a gray suit locking up a bicycle.	images/flickr/498492764_fe276e505a.jpg	A man and a woman standing on a city street.	images/flickr/311619377_2ba3b36675.jpg	0.2
STS2015.131	STS2015	The two dogs are playing in the yard.	images/flickr/3665549027_d7fb05d157.jpg	Two dogs are playing on the grass.	images/flickr/487487795_54705c406e.jpg	4.4
STS2015.132	STS2015	A boy skateboards down the railing of some graffiti stairs.	images/flickr/3412822878_5d961492e5.jpg	A skateboarder is jumping over an obstacle in front of a white house.	images/flickr/1479028910_3dab3448c8.jpg	3.6
STS2015.133	STS2015	A dog leaping over a hurdle.	images/flickr/3064716525_b8418d4946.jpg	A dog leaps over the hurdle.	images/flickr/431282339_0aa60dd78e.jpg	5
STS2015.134	STS2015	Two men are setting up some electronic equpitment.	images/flickr/3259222980_04fb62df97.jpg	Two dogs are wrestling on the ground in the snow.	images/flickr/399679638_d3036da331.jpg	0
STS2015.135	STS2015	A black dog is walking on the grass with a stick in it's mouth.	images/flickr/2519594430_551225e5bd.jpg	A boy holds a net with a snake in it close to the ground.	images/flickr/3428038648_993a453f9e.jpg	0.6
STS2015.136	STS2015	A girl runs with dogs in a dry field.	images/flickr/2462153092_e3f4d8f6a2.jpg	A grey dog and a tan dog playing on a grassy field.	images/flickr/3522989916_f20319cc59.jpg	2
STS2015.137	STS2015	Two dogs playing in the snow.	images/flickr/399679638_d3036da331.jpg	Two black dogs in the snow.	images/flickr/344078103_4b23931ce5.jpg	4.4
STS2015.138	STS2015	a skateboard performs a trick off a quarter pipe.	images/flickr/3622216490_1314a58b66.jpg	A skateboarder attempts to do a trick over a homemade ramp.	images/flickr/1479028910_3dab3448c8.jpg	4
STS2015.139	STS2015	a group of old men walking down the street.	images/flickr/3062273350_fd66106f21.jpg	A couple walking down the street.	images/flickr/256444892_efcb3bd824.jpg	2.8
STS2015.14	STS2015	The two boys play in the field.	images/flickr/2716903793_fb7a3d8ba6.jpg	The two people have their heads covered with scarves.	images/flickr/3183195653_11b66acb34.jpg	0.8
STS2015.140	STS2015	Three dogs standing in snow next to a blue fence.	images/flickr/369186134_5eef374112.jpg	Three dogs play in the shallows next to a rocky shore.	images/flickr/3431121650_056db85987.jpg	2.6
STS2015.141	STS2015	A black and white dog is running through the field.	images/flickr/1119418776_58e4b93eac.jpg	A black and white dog is running in the grass.	images/flickr/2730994020_64ac1d18be.jpg	4.8
STS2015.142	STS2015	A boy in black waves his arms while other people are behind him on a field.	images/flickr/537230454_1f09199476.jpg	a man in a black shirt is roller blading past a bench in the city.	images/flickr/2029280005_a19609c81a.jpg	1.6
STS2015.143	STS2015	An elderly woman rides a bicycle along a city street.	images/flickr/2083434441_a93bc6306b.jpg	An elderly woman walking uphill crossing the street.	images/flickr/495055747_a75872762a.jpg	2
STS2015.144	STS2015	A young boy is punching a yellow ball.	images/flickr/3314180199_2121e80368.jpg	A small dog jumps over a yellow beam.	images/flickr/2741380826_cfe0ddf0a9.jpg	0
STS2015.145	STS2015	A group of young ballerinas are in a dance studio.	images/flickr/3323661814_1e8e1ae88c.jpg	A group of young ladies in bikinis.	images/flickr/1244306891_8e78ae1620.jpg	0.8
STS2015.146	STS2015	A young boy in a white dress shirt is playing on a grassy plain.	images/flickr/2150564996_d173a506d7.jpg	A woman is getting her hair done at a salon.	images/flickr/327997381_55f90dc834.jpg	0
STS2015.147	STS2015	A woman and a man are amused by headphones.	images/flickr/3604383863_5e387cb8e6.jpg	A man and a woman resting after exercise.	images/flickr/2801146217_03a0b59ccb.jpg	1.2
STS2015.148	STS2015	Two girls walking in the ocean.	images/flickr/2277081067_d2b4c98bce.jpg	two girls walking in the street.	images/flickr/856985136_649c0a3881.jpg	1.8
STS2015.149	STS2015	A man and a dog are playing tug of war.	images/flickr/640506101_ae1145b6d1.jpg	A man dances on a colorful wall.	images/flickr/2954525375_9d5ca97341.jpg	0
STS2015.15	STS2015	The brown dog runs on the snow with a white ball in his mouth.	images/flickr/3110614694_fecc23ca65.jpg	Four dogs play in the snow with the city skyline behind them.	images/flickr/377872672_d499aae449.jpg	2.8
STS2015.150	STS2015	A man holds on to a handle in the water.	images/flickr/179829865_095b040377.jpg	A man is holding onto handles in the air.	images/flickr/2664102751_d5a737a566.jpg	3
STS2015.151	STS2015	A white dog walking in the snow.	images/flickr/3166969425_b5ace2f9c2.jpg	A black and tan dog walking through the snow.	images/flickr/3251460982_4578a568bb.jpg	3.8
STS2015.152	STS2015	The white and brown dog runs across the grass.	images/flickr/3028561714_83fb921067.jpg	Three dogs are running on the grass.	images/flickr/3461437556_cc5e97f3ac.jpg	3.4
STS2015.153	STS2015	Three dogs are playing in the water.	images/flickr/756909515_a416161656.jpg	Three dogs run in the snow.	images/flickr/2158247955_484f0a1f11.jpg	3
STS2015.154	STS2015	Two dogs playing in the snow.	images/flickr/399679638_d3036da331.jpg	Two kids playing with a dog.	images/flickr/3122579598_14841c038a.jpg	2
STS2015.155	STS2015	Boat sails in rough water.	images/flickr/3701509233_a2275a4e57.jpg	A man is kayaking in rough waters.	images/flickr/2851198725_37b6027625.jpg	2.2
STS2015.156	STS2015	The two dogs are playing fetch in the snow.	images/flickr/365274901_576b0f8241.jpg	Two dogs are playing together in the grass.	images/flickr/1449625950_fc9a8d02d9.jpg	2.8
STS2015.157	STS2015	A black and tan dog standing in a field near trees.	images/flickr/2860041212_797afd6ccf.jpg	A white dog is standing by a river shaking himself dry.	images/flickr/504385521_6e668691a3.jpg	2.2
STS2015.158	STS2015	Three dogs are playing in the white snow.	images/flickr/315880837_90db309bab.jpg	Two dogs are playing in the grass.	images/flickr/485566887_57eac33bd1.jpg	2.8
STS2015.159	STS2015	A black and white dog runs with its mouth open.	images/flickr/3173976185_8a50123050.jpg	A black and white dog swims in blue water.	images/flickr/3549408779_4d453db080.jpg	2
STS2015.16	STS2015	The two dogs are running through the grass.	images/flickr/987907964_5a06a63609.jpg	Three dogs run in the snow.	images/flickr/2158247955_484f0a1f11.jpg	2.8
STS2015.160	STS2015	A black dog running into the water.	images/flickr/1470132731_fa416b7504.jpg	A black dog running through water.	images/flickr/3552435734_04da83b905.jpg	4.8
STS2015.161	STS2015	Man in red shorts and white shirt kicking a soccer ball.	images/flickr/3494105596_f05cb0d56f.jpg	A black dog stands in the surf holding a red rubber ball.	images/flickr/505929313_7668f021ab.jpg	1
STS2015.162	STS2015	Brown dog splashing into the water.	images/flickr/2180886307_5156460b2c.jpg	Four dogs splashing in the water.	images/flickr/2744690159_fe2c89e55b.jpg	3.2
STS2015.163	STS2015	The smiling woman at the beach is buried in seaweed.	images/flickr/2836360729_6500249fe6.jpg	A girl in a cowboy hat with a sheep on a leash.	images/flickr/2595713720_30534e8de2.jpg	0
STS2015.164	STS2015	The large brown dog is jumping through the tall grass.	images/flickr/2558312618_13d362df66.jpg	The girl wearing a blue shirt is running through a science center.	images/flickr/3472703856_568d9778b5.jpg	0
STS2015.165	STS2015	Two dogs fighting in the snow.	images/flickr/3399312265_9c74378692.jpg	Two dogs playing in the snow.	images/flickr/399679638_d3036da331.jpg	3
STS2015.166	STS2015	A grey hound is active in a grassy field.	images/flickr/2965604928_435dc93bf7.jpg	A bunch of bikes racing on a track.	images/flickr/3043685748_130db75e3b.jpg	0
STS2015.167	STS2015	Two people are racing a sidecar motorcycle in the mud.	images/flickr/3335370208_460fc19bfa.jpg	The dog carrying a long stick in its mouth.	images/flickr/1187593464_ce862352c6.jpg	0
STS2015.168	STS2015	A man in red swim trunks playing volleyball.	images/flickr/1414820925_3504c394e1.jpg	A man and woman sitting on a motorcycle.	images/flickr/2439031566_2e0c0d3550.jpg	0
STS2015.169	STS2015	a man and woman walking past a record shop.	images/flickr/428483413_b9370baf72.jpg	A man and woman kissing in front of a crowd of people.	images/flickr/3601803640_5f3cb05acf.jpg	1.8
STS2015.17	STS2015	boy doing tricks on a skateboard.	images/flickr/2990977776_1ec51c9281.jpg	A boy does a trick on a skateboard.	images/flickr/2887744223_029f2fd5fe.jpg	5
STS2015.170	STS2015	The man is sitting at the top of a rocky mountain.	images/flickr/1247181182_35cabd76f3.jpg	A person sticks their head out of a tent at the top of a mountain.	images/flickr/57422853_b5f6366081.jpg	2.4
STS2015.171	STS2015	A man standing on a boat is pulling another boat close by with a bamboo stick.	images/flickr/2456907314_49bc4591c4.jpg	a man in a black hat standing in front of a brick wall and a sign.	images/flickr/421730441_6b2267fd31.jpg	0.4
STS2015.172	STS2015	A person is skijoring with a dog in the mountains.	images/flickr/2194494220_bb2178832c.jpg	A brown dog is playing with a ball in the water.	images/flickr/2867736861_43c9487a65.jpg	1.4
STS2015.173	STS2015	Two shirtless young people playing in the water.	images/flickr/2932498509_27cb0038ec.jpg	Lots of people play in the water at the beach.	images/flickr/3350260112_fcb47ff6b2.jpg	3
STS2015.174	STS2015	Two dogs play in the grass.	images/flickr/717673249_ac998cfbe6.jpg	Two tan dogs play in the snow.	images/flickr/3173461705_b5cdeef1eb.jpg	3.6
STS2015.175	STS2015	Woman in a black dress walking on the street.	images/flickr/3655964639_21e76383d0.jpg	A woman watches a dog jump down the stairs.	images/flickr/350176185_b8c5591e36.jpg	0.8
STS2015.176	STS2015	A boy in red jumping into a sandbox.	images/flickr/2249141510_f534708374.jpg	A dog swimming in a pond.	images/flickr/610590753_cd69ce081a.jpg	0.4
STS2015.177	STS2015	A man and a woman looking at the camera.	images/flickr/3084011664_76d37c6559.jpg	A man and a woman laughing.	images/flickr/3119887391_212f379797.jpg	2.8
STS2015.178	STS2015	a dog jumps into the water.	images/flickr/1526181215_c1a94325ae.jpg	A dog is jumping into the water.	images/flickr/3711611500_ea47b58b6f.jpg	4.8
STS2015.179	STS2015	A boy riding on a swing.	images/flickr/2855417531_521bf47b50.jpg	A young boy riding in a swing.	images/flickr/503794526_603a7954d3.jpg	4.6
STS2015.18	STS2015	A bird flies across the water.	images/flickr/3325578605_afa7f662ec.jpg	A bird flies above the water.	images/flickr/3227148358_f152303584.jpg	4.6
STS2015.180	STS2015	A black dog running through the snow.	images/flickr/3317333893_9d0faa8d30.jpg	A black dog runs through the water.	images/flickr/1470132731_fa416b7504.jpg	3.2
STS2015.181	STS2015	A baby in a red hat sitting in a stroller is holding a doll.	images/flickr/3732728142_86364a706e.jpg	A man in a gray shirt sitting in a field of flowers.	images/flickr/2472574160_8ce233f396.jpg	0
STS2015.182	STS2015	A climber is standing on the rock face next to the pink rope.	images/flickr/143688895_e837c3bc76.jpg	The children are running in the snow with fences in the background.	images/flickr/72218201_e0e9c7d65b.jpg	0.4
STS2015.183	STS2015	The man is wearing a black shirt and hat and smiling.	images/flickr/2307118114_c258e3a47e.jpg	A man is lifting a little girl above his head.	images/flickr/1994416869_4dd769a806.jpg	0
STS2015.184	STS2015	Two dogs are playing around in the dirt.	images/flickr/3295452057_0c987f895f.jpg	A dancer posing for the camera in a red and white dress.	images/flickr/3301822808_f2ccff86f4.jpg	0.4
STS2015.185	STS2015	Large group of people standing outside of a building.	images/flickr/3215870337_c92a1a1b2f.jpg	A group of people are ice skating in a big city.	images/flickr/269650644_059a84ece5.jpg	1.8
STS2015.186	STS2015	A golden dog is running on the grass.	images/flickr/2982928615_06db40f4cd.jpg	The large beige dog is running through the grass.	images/flickr/2629402527_6dfc5c504b.jpg	4.4
STS2015.187	STS2015	A dog runs through the grass.	images/flickr/874665322_9ad05c4065.jpg	a dog runs across the grass.	images/flickr/526661994_21838fc72c.jpg	5
STS2015.188	STS2015	Man rowing a boat.	images/flickr/2292406847_f366350600.jpg	a man doing a trick on skateboard.	images/flickr/2891961886_b7a2f0b0fd.jpg	1
STS2015.189	STS2015	A black and brown dog walks through the snow near a building.	images/flickr/445655284_c29e6d7323.jpg	An older man stands outside a old boarded up building.	images/flickr/2624457062_89efc497a8.jpg	0.4
STS2015.19	STS2015	A dog is running through a pond.	images/flickr/2541104331_a2d65cfa54.jpg	A pale dog is running along a dirt path.	images/flickr/3435035138_af32890a4c.jpg	2.8
STS2015.190	STS2015	A dog is jumping into a swimming pool after a duck.	images/flickr/2073756099_7e02c0110c.jpg	A dog jumping into a swimming pool.	images/flickr/1189977786_4f5aaed773.jpg	3.8
STS2015.191	STS2015	The girl is playing along with the images on the big screen.	images/flickr/2261169495_98254e2e66.jpg	Three girls holding umbrellas with their backs to the camera.	images/flickr/241031670_e60f59b8e4.jpg	0.6
STS2015.192	STS2015	Many people run in a race on a street.	images/flickr/3354200211_35348e47d8.jpg	A puppy running along a street.	images/flickr/2553188198_da1123a723.jpg	0.8
STS2015.193	STS2015	Two dogs in the snow.	images/flickr/386656845_4e77c3e3da.jpg	Two dogs play in the grass.	images/flickr/717673249_ac998cfbe6.jpg	3.2
STS2015.194	STS2015	A man in swimming trunks is standing against some rocks.	images/flickr/3229821595_77ace81c6b.jpg	A man in a gray shirt climbs a large rock wall.	images/flickr/309687244_4bdf3b591f.jpg	0.8
STS2015.195	STS2015	Two white dogs walking in the snow.	images/flickr/2148695079_9ae6a9b1c7.jpg	A tan dog with a black collar barking in the snow.	images/flickr/3189251454_03b76c2e92.jpg	2.6
STS2015.196	STS2015	A woman wearing a pink shirt jumps in the air with her arms and legs spread to her sides.	images/flickr/3477681171_b1bb8b211d.jpg	A man wearing suspenders and sunglasses leaps up in the air with his arms and legs spread out to the side.	images/flickr/3203872773_6c30f64be3.jpg	2.8
STS2015.197	STS2015	A dog runs through the grass.	images/flickr/874665322_9ad05c4065.jpg	Two dogs run through the brush.	images/flickr/478750151_e0adb5030a.jpg	3.4
STS2015.198	STS2015	Three dogs playing in the snow.	images/flickr/3372340429_91c4f4af30.jpg	Three dogs run in the snow.	images/flickr/2158247955_484f0a1f11.jpg	4
STS2015.199	STS2015	A dog running across the sand.	images/flickr/3207654194_43d6bebd68.jpg	A dog running through the water.	images/flickr/3571675421_7e07ac07c5.jpg	3.2
STS2015.2	STS2015	A brown dog digging a hole in front of a plant.	images/flickr/3401437960_7da856e004.jpg	A group of people walking on the side of a railroad track.	images/flickr/3215108916_0473007b47.jpg	0
STS2015.20	STS2015	Three dogs playing in the snow.	images/flickr/3372340429_91c4f4af30.jpg	Three dogs are playing in the water.	images/flickr/756909515_a416161656.jpg	3
STS2015.200	STS2015	The boy in the orange shirt is throwing the ball.	images/flickr/2562377955_8d670ccec6.jpg	The black and white muzzled dog is leaping above the grass.	images/flickr/2084103826_ffd76b1e3e.jpg	0
STS2015.201	STS2015	A woman is attempting to ride a small wave.	images/flickr/3627679667_0e3de9fc90.jpg	A man and woman sitting back to back outside in the sun.	images/flickr/3703960010_1e4c922a25.jpg	0
STS2015.202	STS2015	The black and white dog is swimming in the river.	images/flickr/3712742641_641282803e.jpg	A black man and his dog on the beach.	images/flickr/300922408_05a4f9938c.jpg	2
STS2015.203	STS2015	The woman is leading a dog through an obstacle course.	images/flickr/3695064885_a6922f06b2.jpg	Woman leading her small dog through an obstacle course.	images/flickr/2647593678_1fa3bb516c.jpg	4.4
STS2015.204	STS2015	Two dogs are running in the field.	images/flickr/3271084924_4778d556cc.jpg	Two dogs running in a field.	images/flickr/3276895962_c053263d01.jpg	4.6
STS2015.205	STS2015	Two people are in bed.	images/flickr/1616016569_673de1d678.jpg	Two boxers are in the ring.	images/flickr/1991806812_065f747689.jpg	1.2
STS2015.206	STS2015	Two dogs on the beach.	images/flickr/3354474353_daf9e168cf.jpg	A dog walks on the beach.	images/flickr/2491343114_a3e35a2a3a.jpg	3.2
STS2015.207	STS2015	A young boy is standing on a gray tiled area.	images/flickr/3028404926_2bd27e3e83.jpg	A young boy is practicing his karate in a gym.	images/flickr/2480327661_fb69829f57.jpg	1.2
STS2015.208	STS2015	Two dogs fighting in the snow.	images/flickr/3399312265_9c74378692.jpg	Two dogs play in the snow.	images/flickr/399679638_d3036da331.jpg	3
STS2015.209	STS2015	A group of people are in the water.	images/flickr/3376809186_4e26d880b7.jpg	A group of people ride in a race.	images/flickr/3726025663_e7d35d23f6.jpg	1.2
STS2015.21	STS2015	A little girl with a ribbon in her hair is picking her nose.	images/flickr/2456030728_d3d147e774.jpg	A little girl in a purple shirt and helmet is riding on a scooter.	images/flickr/2285741931_07159a21f2.jpg	1.6
STS2015.210	STS2015	The dog is running with food in his mouth.	images/flickr/1466479163_439db855af.jpg	The dog is running with a yellow ball in his mouth.	images/flickr/3446586125_cafa0bfd67.jpg	3.8
STS2015.211	STS2015	Two dogs running down a beach.	images/flickr/2658009523_b49d611db8.jpg	two dogs running on the beach.	images/flickr/3650986674_3e101c606b.jpg	4.8
STS2015.212	STS2015	A black and white dog swimming in the pool.	images/flickr/3069037969_bb7319e0dc.jpg	A black and white dog running with something in his mouth.	images/flickr/3239480519_22540b5016.jpg	2
STS2015.213	STS2015	Two dogs are sniffing something in the rocks.	images/flickr/3671851846_60c25269df.jpg	Two dogs running down a path in the woods.	images/flickr/315021440_122d56ebd7.jpg	2.2
STS2015.214	STS2015	A man is scalling a sheer rock face with a rope support.	images/flickr/1663751778_90501966f0.jpg	A young man is doing a ski jump with a purple board.	images/flickr/3359551687_68f2f0212a.jpg	0.4
STS2015.215	STS2015	A man wearing a orange vest is canoeing in the blue water.	images/flickr/866841633_05d273b96d.jpg	A man in an orange jacket raising his hands to the sky in the sand.	images/flickr/2886533440_dfa832f2fa.jpg	1.8
STS2015.216	STS2015	A black dog lays in the sand.	images/flickr/3033686219_452b172ab0.jpg	Kids play in the water.	images/flickr/2330536645_2d36b516e1.jpg	0
STS2015.217	STS2015	A light brown dog runs down a path happily.	images/flickr/1089181217_ee1167f7af.jpg	A pale dog runs down a path.	images/flickr/2574194729_1f099647ee.jpg	3.4
STS2015.218	STS2015	An old man in a black trench coat standing in a marketplace.	images/flickr/3099965396_2a0018cb9e.jpg	The baby is wearing a red shirt and walking in a plaza.	images/flickr/191003283_992257f835.jpg	1.4
STS2015.219	STS2015	A man dressed in black wearing a hat and glasses in front of a red wall.	images/flickr/2167644298_100ca79f54.jpg	A woman in a white shirt standing in front of a brick wall.	images/flickr/3286543624_7a327f79ae.jpg	0.6
STS2015.22	STS2015	A man and a woman watch two dogs.	images/flickr/3356494271_6103d0b556.jpg	A man in a maroon bathing suit swings on a rope on a lake.	images/flickr/186890601_8a6b0f1769.jpg	0
STS2015.220	STS2015	A red haired women in black is posing for a man while resting on a tree.	images/flickr/1801663973_5ad393caeb.jpg	A man in a black shirt is holding a child wearing sunglasses.	images/flickr/2445654384_4ee3e486e1.jpg	0.8
STS2015.221	STS2015	Two girls are in pajama pants and appear to be dancing.	images/flickr/3477715432_79d82487bb.jpg	Two girls with baseball caps are eating a snack outside.	images/flickr/389643437_9a9830a3ba.jpg	1.8
STS2015.222	STS2015	Two black dogs are jumping and playing with a yellow tennis ball in the snow.	images/flickr/412101267_7257e6d8c0.jpg	A brown dog and a black dog playing with a yellow soccer ball.	images/flickr/3542418447_7c337360d6.jpg	2.8
STS2015.223	STS2015	Two dogs are playing on the beach together.	images/flickr/396763804_3b7f1e12a8.jpg	Two black dogs are playing in a grass.	images/flickr/2303951441_3c8080907a.jpg	3
STS2015.224	STS2015	A boy plays baseball.	images/flickr/2448393373_80c011d301.jpg	A man is playing baseball.	images/flickr/3680031186_c3c6698f9d.jpg	2.6
STS2015.225	STS2015	A black and white dog is jumping over a hurdle.	images/flickr/458213442_12c59e61a0.jpg	A white dog running over a bridge.	images/flickr/3016200560_5bf8a70797.jpg	2.6
STS2015.226	STS2015	A boy wearing a red shirt runs across the grass with a furry dog.	images/flickr/2472634822_7d5d2858c0.jpg	A sports fan is wearing face paint in the stands.	images/flickr/2876994989_a4ebbd8491.jpg	0
STS2015.227	STS2015	A black dog retrieves in the snow.	images/flickr/365759754_6cf7068c9a.jpg	A skateboarder jumping in the street.	images/flickr/2887744223_029f2fd5fe.jpg	0
STS2015.228	STS2015	Two tan and white dogs and one tan dog racing down the beach near the water.	images/flickr/3585488964_1467945775.jpg	Lady in a pink Tinkerbell jacket stands next to the railing and looks out at the water.	images/flickr/870710405_51e507b31a.jpg	0.4
STS2015.229	STS2015	A dog jumping for a Frisbee in the snow.	images/flickr/3338217927_3c5cf3f7c6.jpg	A dog is jumping in the snow.	images/flickr/2100909581_b7dde5b704.jpg	3.4
STS2015.23	STS2015	A man sits by a dock looking at the water.	images/flickr/247617035_9f2e821534.jpg	A man jumps off a rock into the water.	images/flickr/2888658480_e922a3dec2.jpg	1.6
STS2015.230	STS2015	A man is riding a bicycle on a dirt path.	images/flickr/3156991513_3bf03333d8.jpg	Two dogs running along dirt path.	images/flickr/315021440_122d56ebd7.jpg	1.8
STS2015.231	STS2015	A black and white dog is running through the grass.	images/flickr/2637904605_fc355816fc.jpg	The black and white dog is running on the grass.	images/flickr/3004823335_9b82cbd8a7.jpg	4.8
STS2015.232	STS2015	A young girl doing a back flip in the water.	images/flickr/755326139_ee344ece7b.jpg	a young girl wearing purple running through water.	images/flickr/2391812384_7429b5e567.jpg	2.2
STS2015.233	STS2015	A snowboarder rides a snowboard down a railing beside a flight of steps.	images/flickr/3301854980_233cc2f896.jpg	A boy is grinding a skateboard down a concrete wall.	images/flickr/3272541970_ac0f1de274.jpg	1.8
STS2015.234	STS2015	A black dog is jumping out of water.	images/flickr/3708839890_ed448012cf.jpg	A black dog is shaking off water.	images/flickr/308956341_642589e9cc.jpg	3.4
STS2015.235	STS2015	A woman with two men in hats socializing outside.	images/flickr/3595408539_a7d8aabc24.jpg	A young woman with a knit cap stands against the wall of a Domino's Pizza.	images/flickr/3308997740_91765ecdcc.jpg	1.8
